packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuanty;manufacturedItemVolumeUnit;packSize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantity;manufacturedItemQuantityLocalVolumeUnit;manufacturedItemQuantityVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpid;medicnalProductLocalName;MedicinalProductLocalID;fullName;actualTherapeuticMoiety;atcCodes;atcCodeLabel;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;packSizeNO;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System;;;;;;;;;;;;;;;;;;;;;;;;;;
271302-09;Amlogal Divule SMB 10 mg omh. tabl. 98;https://samviewer.digile.be/nl/sam/ampps/271302-09;https://samviewer.digile.be/nl/sam/ampps/271302-09;Amlogal Divule SMB 10 mg omh. tabl. 98;Amlogal Divule SMB omh. tabl. 98 10mg;;271302-09;271302-09;BEL amlodipine maleate SMB coated tablet 98 x 10mg/;BEL amlodipine maleate SMB coated tablet 98 x 10mg/;;;;;98;;98;;98;;;98.0000 {unit};;;;;;;;;10220000;coated tablet;;;15054000;tablet;;;;;98;;;271302;BEL amlodipine maleate SMB coated tablet 10mg/;;;;Amlogal Divule omh. tabl. 10 mg;;C08CA01;Amlodipine;10220000;coated tablet;1212;SMB;;;;BEL;amlodipine maleate coated tablet 10mg/;;amlodipine maleate coated tablet 10mg/;;10220000;coated tablet;coated tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;12.8400 mg;;;;;;;;;;Amlodipine Maleate;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;;1;tablet;15054000;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;98;5;mg;O;98;;amlodipine oral 10mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;3YJL6M9Z0H;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
262963-04;Amlodipine Krka 10 mg tabl. 30;https://samviewer.digile.be/nl/sam/ampps/262963-04;https://samviewer.digile.be/nl/sam/ampps/262963-04;Amlodipine Krka 10 mg tabl. 30;Amlodipine Krka tabl. 30 10mg;;262963-04;262963-04;BEL amlodipine maleate Krka tablet 30 x 10mg/;BEL amlodipine maleate Krka tablet 30 x 10mg/;;;;;30;;30;;30;;;30.0000 {unit};;;;;;;;;10219000;tablet;;;15054000;tablet;;;;;30;;;262963;BEL amlodipine maleate Krka tablet 10mg/;;;;Amlodipine Krka tabl. 10 mg;;C08CA01;Amlodipine;10219000;tablet;9200;Krka;;;;BEL;amlodipine maleate tablet 10mg/;;amlodipine maleate tablet 10mg/;;10219000;tablet;tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;12.8400 mg;;;;;;;;;;Amlodipine Maleate;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;;1;tablet;15054000;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;30;5;mg;O;30;;amlodipine oral 10mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;3YJL6M9Z0H;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
262963-11;Amlodipine Krka 10 mg tabl. 100;https://samviewer.digile.be/nl/sam/ampps/262963-11;https://samviewer.digile.be/nl/sam/ampps/262963-11;Amlodipine Krka 10 mg tabl. 100;Amlodipine Krka tabl. 100 10mg;;262963-11;262963-11;BEL amlodipine maleate Krka tablet 100 x 10mg/;BEL amlodipine maleate Krka tablet 100 x 10mg/;;;;;100;;100;;100;;;100.0000 {unit};;;;;;;;;10219000;tablet;;;15054000;tablet;;;;;100;;;262963;BEL amlodipine maleate Krka tablet 10mg/;;;;Amlodipine Krka tabl. 10 mg;;C08CA01;Amlodipine;10219000;tablet;9200;Krka;;;;BEL;amlodipine maleate tablet 10mg/;;amlodipine maleate tablet 10mg/;;10219000;tablet;tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;12.8400 mg;;;;;;;;;;Amlodipine Maleate;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;;1;tablet;15054000;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;100;5;mg;O;100;;amlodipine oral 10mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
262972-04;Amlodipine Krka 5 mg tabl. 28;https://samviewer.digile.be/nl/sam/ampps/262972-04;https://samviewer.digile.be/nl/sam/ampps/262972-04;Amlodipine Krka 5 mg tabl. 28;Amlodipine Krka tabl. 28 5mg;;262972-04;262972-04;BEL amlodipine maleate Krka tablet 28 x 5mg/;BEL amlodipine maleate Krka tablet 28 x 5mg/;;;;;28;;28;;28;;;28.0000 {unit};;;;;;;;;10219000;tablet;;;15054000;tablet;;;;;28;;;262972;BEL amlodipine maleate Krka tablet 5mg/;;;;Amlodipine Krka tabl. 5 mg;;C08CA01;Amlodipine;10219000;tablet;9200;Krka;;;;BEL;amlodipine maleate tablet 5mg/;;amlodipine maleate tablet 5mg/;;10219000;tablet;tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;6.4200 mg;;;;;;;;;;Amlodipine Maleate;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;;1;tablet;15054000;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;28;5;mg;O;28;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
262972-08;Amlodipine Krka 5 mg tabl. 56;https://samviewer.digile.be/nl/sam/ampps/262972-08;https://samviewer.digile.be/nl/sam/ampps/262972-08;Amlodipine Krka 5 mg tabl. 56;Amlodipine Krka tabl. 56 5mg;;262972-08;262972-08;BEL amlodipine maleate Krka tablet 56 x 5mg/;BEL amlodipine maleate Krka tablet 56 x 5mg/;;;;;56;;56;;56;;;56.0000 {unit};;;;;;;;;10219000;tablet;;;15054000;tablet;;;;;56;;;262972;BEL amlodipine maleate Krka tablet 5mg/;;;;Amlodipine Krka tabl. 5 mg;;C08CA01;Amlodipine;10219000;tablet;9200;Krka;;;;BEL;amlodipine maleate tablet 5mg/;;amlodipine maleate tablet 5mg/;;10219000;tablet;tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;6.4200 mg;;;;;;;;;;Amlodipine Maleate;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;;1;tablet;15054000;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;56;5;mg;O;56;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
262972-15;Amlodipine Krka 5 mg tabl. 98;https://samviewer.digile.be/nl/sam/ampps/262972-15;https://samviewer.digile.be/nl/sam/ampps/262972-15;Amlodipine Krka 5 mg tabl. 98;Amlodipine Krka tabl. 98 5mg;;262972-15;262972-15;BEL amlodipine maleate Krka tablet 98 x 5mg/;BEL amlodipine maleate Krka tablet 98 x 5mg/;;;;;98;;98;;98;;;98.0000 {unit};;;;;;;;;10219000;tablet;;;15054000;tablet;;;;;98;;;262972;BEL amlodipine maleate Krka tablet 5mg/;;;;Amlodipine Krka tabl. 5 mg;;C08CA01;Amlodipine;10219000;tablet;9200;Krka;;;;BEL;amlodipine maleate tablet 5mg/;;amlodipine maleate tablet 5mg/;;10219000;tablet;tablet;tablet;;;;;15054000;tablet;;;20053000;oral use;oral use;oral use;;;;;100000089370;PAI;100000089370;amlodipine maleate;moiety;100000085259;amlodipine;Amlodipine Maleate;6.4200 mg;;;;;;;;;;Amlodipine Maleate;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;;1;tablet;15054000;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;98;5;mg;O;98;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;;amlodipine maleate[L1];TBD;amlodipine[VTM];51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
147831-01;Tegretol tabl. geregul. afgifte (deelb.) CR 50 x 200 mg;https://samviewer.digile.be/nl/sam/ampps/147831-01;https://samviewer.digile.be/nl/sam/ampps/147831-01;Tegretol CR 200 mg tabl. geregul. afgifte 50;Tegretol tabl. geregul. afgifte (deelb.) CR 50x 200mg;431486;147831-01;147831-01;BEL carbamazepine Novartis Pharma prolonged-release tablet 50 x 200mg/;BEL carbamazepine Novartis Pharma prolonged-release tablet 50 x 200mg/;;;;;50;;50;;50;;;50.0000 {unit};30;https://app.fagg-afmps.be/pharma-status/api/files/62bc7e7a1e5c015ab307c346?version=9;;;;;1;50;10226000;prolonged-release tablet;tablet met gereguleerde afgifte;176;15054000;tablet;15054000;tablet;tablet;;50;;;1366;BEL carbamazepine Novartis Pharma prolonged-release tablet 200mg/;;;1366;Tegretol tabl. geregul. afgifte (deelb.) CR 200 mg;;N03AF01;Carbamazepine;10226000;prolonged-release tablet;1355;Novartis Pharma;;Novartis Pharma;1355;BEL;carbamazepine prolonged-release tablet 200mg/;;carbamazepine prolonged-release tablet 200mg/;0xfa0fa2fcc1bb95c73fc614246bd4b72f;10226000;prolonged-release tablet;Modified-release tablet;tablet met gereguleerde afgifte;10227000;tablet met gereguleerde afgifte;10227000;tablet met gereguleerde afgifte;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000092127;PAI;100000092127;carbamazepine;moiety;100000092127;carbamezepine;Carbamazepine;200.0000 mg;carbamazepine;carbamazepine;NULL;;;;;;;; ;Carbamazepine;200.0000 mg;1.0000 1;200;mg;;1;tablet;15054000;200;mg;;;;;;;;200;mg;;;;100000110655;;;;;;;;;;;;;10;1000;mg;O;50;;carbamezepine oral, prolonged 200mg/;5165;carbamazepine oraal (gereg. afgifte) 200 mg;TBD;carbamazepine[GS];TBD;carbamazepine[L1];TBD;carbamazepine[VTM];TBD;oral Solid Dose Form;TBD;oral, prolonged;carbamezepine oral, prolonged 200mg/;;;77CC76XH15;carbamazepine[L1];TBD;carbamazepine[VTM];69;tablet;19;swallowing;31;oral;46;modified;;69;19;31;46;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
147725-01;Tegretol tabl. geregul. afgifte (deelb.) CR 50 x 400 mg;https://samviewer.digile.be/nl/sam/ampps/147725-01;https://samviewer.digile.be/nl/sam/ampps/147725-01;Tegretol CR 400 mg tabl. geregul. afgifte 50;Tegretol tabl. geregul. afgifte (deelb.) CR 50x 400mg;431494;147725-01;147725-01;BEL carbamazepine Novartis Pharma prolonged-release tablet 50 x 400mg/;BEL carbamazepine Novartis Pharma prolonged-release tablet 50 x 400mg/;;;;;50;;50;;50;;;50.0000 {unit};30;https://app.fagg-afmps.be/pharma-status/api/files/62bc7e7a1e5c015ab307c3ab?version=9;;;;;1;50;10226000;prolonged-release tablet;tablet met gereguleerde afgifte;176;15054000;tablet;15054000;tablet;tablet;;50;;;1363;BEL carbamazepine Novartis Pharma prolonged-release tablet 400mg/;;;1363;Tegretol tabl. geregul. afgifte (deelb.) CR 400 mg;;N03AF01;Carbamazepine;10226000;prolonged-release tablet;1357;Novartis Pharma;;Novartis Pharma;1357;BEL;carbamazepine prolonged-release tablet 400mg/;;carbamazepine prolonged-release tablet 400mg/;0xcef571ab8adf7119184c20985100182e;10226000;prolonged-release tablet;Modified-release tablet;tablet met gereguleerde afgifte;10227000;tablet met gereguleerde afgifte;10227000;tablet met gereguleerde afgifte;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000092127;PAI;100000092127;carbamazepine;moiety;100000092127;carbamezepine;Carbamazepine;400.0000 mg;carbamazepine;carbamazepine;NULL;;;;;;;; ;Carbamazepine;400.0000 mg;1.0000 1;400;mg;;1;tablet;15054000;400;mg;;;;;;;;400;mg;;;;100000110655;;;;;;;;;;;;;20;1000;mg;O;50;;carbamezepine oral, prolonged 400mg/;5173;carbamazepine oraal (gereg. afgifte) 400 mg;TBD;carbamazepine[GS];TBD;carbamazepine[L1];TBD;carbamazepine[VTM];TBD;oral Solid Dose Form;TBD;oral, prolonged;carbamezepine oral, prolonged 400mg/;;;77CC76XH15;carbamazepine[L1];TBD;carbamazepine[VTM];69;tablet;19;swallowing;31;oral;46;modified;;69;19;31;46;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
130286-01;Tegretol siroop susp. 250 ml 100 mg / 5 ml;https://samviewer.digile.be/nl/sam/ampps/130286-01;https://samviewer.digile.be/nl/sam/ampps/130286-01;Tegretol 2 % siroop 250 ml;Tegretol siroop susp. 250ml 100mg/5ml;1256999;130286-01;130286-01;BEL carbamazepine Novartis Pharma syrup 250mL x 100mg/5mL;BEL carbamazepine Novartis Pharma syrup 250mL x 100mg/5mL;;;;;250;mL;250;mL;250 ml;;;250.0000 mL;30;https://app.fagg-afmps.be/pharma-status/api/files/62bc7e841e5c015ab307d82d?version=9;;;;;1;50;10117000;syrup;siroop, suspensie;1000066;;;;5 ml ?;5 ml ?;;250;;mL;1014;BEL carbamazepine Novartis Pharma syrup 100mg/5mL;;;1014;Tegretol siroop susp. 100 mg / 5 ml;;N03AF01;Carbamazepine;10117000;syrup;1357;Novartis Pharma;;Novartis Pharma;;BEL;carbamazepine syrup 100mg/5mL;;carbamazepine syrup 100mg/5mL;NULL;10117000;syrup;syrup;suspensie voor oraal gebruik;10117000;Siroop;10117000;Siroop;;;; ;20053000;oral use;oral use;oral use;;;;;100000092127;PAI;100000092127;carbamazepine;moiety;100000092127;carbamezepine;Carbamazepine;2.0000 mg;carbamazepine;carbamazepine;NULL;100;mg;;5;mL; ;; ;Carbamazepine;100.0000 mg;5.0000 mL;;;;;;;100;mg;;5;mL;;;;;;;;;;;;;;5;ml;;;;;;;;5;1000;mg;O;50 x 5 ml;;carbamezepine oral 100mg/5mL;5140;carbamazepine oraal 100 mg / 5 ml;TBD;carbamazepine[GS];TBD;carbamazepine[L1];TBD;carbamazepine[VTM];TBD;oral Liquid Dose Form;TBD;oral;carbamezepine oral 100mg/5mL;;;77CC76XH15;carbamazepine[L1];TBD;carbamazepine[VTM];86;syrup;19;swallowing;31;oral;47;conventional;;;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
085617-01;Tegretol tabl. (deelb.) 50 x 200 mg;https://samviewer.digile.be/nl/sam/ampps/085617-01;https://samviewer.digile.be/nl/sam/ampps/085617-01;Tegretol 200 mg tabl. 50;Tegretol tabl. (deelb.) 50x 200mg;132167;085617-01;085617-01;BEL carbamazepine Novartis Pharma tablet 50 x 200mg/;BEL carbamazepine Novartis Pharma tablet 50 x 200mg/;;;;;50;;50;;50;;;50.0000 {unit};48;https://app.fagg-afmps.be/pharma-status/api/files/62bc7e7a1e5c015ab307c39c?version=9;;;;;1;50;10219000;tablet;tablet;313;15054000;tablet;15054000;tablet;tablet;;50;;;503;BEL carbamazepine Novartis Pharma tablet 200mg/;;;503;Tegretol tabl. (deelb.) 200 mg;;N03AF01;Carbamazepine;10219000;tablet;1356;Novartis Pharma;;Novartis Pharma;1356;BEL;carbamazepine tablet 200mg/;;carbamazepine tablet 200mg/;0xb1758752747e78bc9f041436e85d9a63;10219000;tablet;tablet;tablet;10219000;tablet;10219000;tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000092127;PAI;100000092127;carbamazepine;moiety;100000092127;carbamezepine;Carbamazepine;200.0000 mg;carbamazepine;carbamazepine;NULL;;;;;;;; ;Carbamazepine;200.0000 mg;1.0000 1;200;mg;;1;tablet;15054000;200;mg;;;;;;;;200;mg;;;;100000110655;;;;;;;;;;;;;10;1000;mg;O;50;;carbamezepine oral 200mg/;5157;carbamazepine oraal 200 mg;TBD;carbamazepine[GS];TBD;carbamazepine[L1];TBD;carbamazepine[VTM];TBD;oral Solid Dose Form;TBD;oral;carbamezepine oral 200mg/;;;77CC76XH15;carbamazepine[L1];TBD;carbamazepine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
221471-01;Extrapan 5 % transderm. lok. gel 50 g 50 mg / 1 g;https://samviewer.digile.be/nl/sam/ampps/221471-01;https://samviewer.digile.be/nl/sam/ampps/221471-01;Extrapan Ibuprofenum Gel 5 % gel 50 g;Extrapan 5 % transderm. lok. gel 50g 50mg/1g;1626233;221471-01;221471-01;BEL ibuprofen  Qualiphar transdermal gel 50g x 50mg/1g;BEL ibuprofen  Qualiphar transdermal gel 50g x 50mg/1g;;;;;50;g;50;g;50 g;;;50.0000 g;24;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE221471&leafletType=skp;;;;;1;NULL;10546250;transdermal gel;gel voor transdermaal lokaal gebruik;;;;;;;;50;;g;170;BEL ibuprofen  Qualiphar transdermal gel 50mg/1g;;;170;Extrapan 5 % transderm. lok. gel 50 mg / 1 g;;M02AA13;Ibuprofen;10546250;transdermal gel;1437;Qualiphar;;Qualiphar;1437;BEL;ibuprofen  transdermal gel 50mg/1g;;ibuprofen  transdermal gel 50mg/1g;0x08ed193e990a5aa9839e820c3a82a0f8;10546250;transdermal gel;Gel;gel;10546250;Gel voor transdermaal gebruik;10546250;Gel voor transdermaal gebruik;;;;;20003000;cutanelous use;Cutaneous use;Transdermal use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;2.5000 g;ibuprofen lysine;ibuprofen ;lysine;50;mg;;1;g;;; ;Ibuprofen;50.0000 mg;1.0000 g;;;;;;;50;mg;;1;g;;;;;;;;;;;;;;1;g;;;;;;;;;500;mg;D;NULL;;ibuprofen  transdermal 50mg/1g;;ibuprofen gel transdermaal lokaal 50 mg / 1 g;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;Transdermal Dose Form;TBD;transdermal;ibuprofen  transdermal 50mg/1g;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];73;gel;5;application;22;transdermal;47;conventional;;73;5;22;47;;B;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
205712-01;Ibuprofen Kela 5 % transderm. lok. gel 50 g 50 mg / 1 g;https://samviewer.digile.be/nl/sam/ampps/205712-01;https://samviewer.digile.be/nl/sam/ampps/205712-01;Ibuprofen Kela 5 % gel 50 g;Ibuprofen Kela 5 % transderm. lok. gel 50g 50mg/1g;2346286;205712-01;205712-01;BEL ibuprofen  Kela transdermal gel 50g x 50mg/1g;BEL ibuprofen  Kela transdermal gel 50g x 50mg/1g;;;;;50;g;50;g;50 g;;;50.0000 g;24;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE205712&leafletType=skp;;;;;1;NULL;10546250;transdermal gel;gel voor transdermaal lokaal gebruik;;;;;;;;50;;g;171;BEL ibuprofen  Kela transdermal gel 50mg/1g;;;171;Ibuprofen Kela 5 % transderm. lok. gel 50 mg / 1 g;;M02AA13;Ibuprofen;10546250;transdermal gel;1438;Kela;;Kela;1438;BEL;ibuprofen  transdermal gel 50mg/1g;;ibuprofen  transdermal gel 50mg/1g;0x08ed193e990a5aa9839e820c3a82a0f8;10546250;transdermal gel;Gel;gel;10546250;Gel voor transdermaal gebruik;10546250;Gel voor transdermaal gebruik;;;;;20003000;cutanelous use;Cutaneous use;Transdermal use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;50.0000 mg/g;ibuprofen lysine;ibuprofen ;lysine;50;mg;;1;g;;; ;Ibuprofen;50.0000 mg;1.0000 g;;;;;;;50;mg;;1;g;;;;;;;;;;;;;;1;g;;;;;;;;;500;mg;D;NULL;;ibuprofen  transdermal 50mg/1g;;ibuprofen gel transdermaal lokaal 50 mg / 1 g;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;Transdermal Dose Form;TBD;transdermal;ibuprofen  transdermal 50mg/1g;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];73;gel;5;application;22;transdermal;47;conventional;;73;5;22;47;;B;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
