packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuanty;manufacturedItemVolumeUnit;packSize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantity;manufacturedItemQuantityLocalVolumeUnit;manufacturedItemQuantityVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpid;medicnalProductLocalName;MedicinalProductLocalID;fullName;actualTherapeuticMoiety;atcCodes;atcCodeLabel;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;packSizeNO;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System
4750;EVANGIO CAPS 5MG/CAP BTx30 (BLIST 2x15);;;;;7755;280650105;280650105;GRC amlodipine besilate RAFARM A.E.B.E. capsule, hard 30 x 5mg/;GRC amlodipine besilate RAFARM A.E.B.E. capsule, hard 30 x 5mg/;;;;;30;;30;;;;;;;;;30;;BT x 30 (3x10);;;10210000;capsule, hard;TAB;ΔΙΣΚΙΑ ;15012000;capsule;;;;;30;;;56565713;GRC amlodipine besilate RAFARM A.E.B.E. capsule, hard 5mg/;;;;EVANGIO CAPS 5MG/CAP ;;C08CA01;Amlodipine;10210000;capsule, hard;;RAFARM A.E.B.E.;;TEVA PHARMA B.V., Haarlem, THE NETHERLANDS;;GRC;amlodipine besilate capsule, hard 5mg/;;amlodipine besilate capsule, hard 5mg/;;10210000;capsule, hard;;;;TAB;;;15012000;capsule;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;5;mg;;1;capsule;15012000;5;mg;;;;;;;5MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 5mg/;;;;;;;;;;;;oral;amlodipine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
4751;EVANGIO CAPS 10MG BTx14 (BLIST 1x14);;;;;4716;263020204;263020204;GRC amlodipine besilate RAFARM A.E.B.E. capsule, hard 14 x 10mg/;GRC amlodipine besilate RAFARM A.E.B.E. capsule, hard 14 x 10mg/;;;;;14;;14;;;;;;;;;50;;BTx30 σε BLISTERS;;;10210000;capsule, hard;TAB;ΔΙΣΚΙΑ ;15012000;capsule;;;;;14;;;56565714;GRC amlodipine besilate RAFARM A.E.B.E. capsule, hard 10mg/;;;;EVANGIO CAPS 10MG ;;C08CA01;Amlodipine;10210000;capsule, hard;;RAFARM A.E.B.E.;;INNOVIS PHARMA ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΙΑΤΡΙΚΩΝ ΚΑΙ ΚΑΛΛΥΝΤΙΚΩΝ ΠΡΟΪΟΝΤΩΝ Δ.Τ. INNOVIS PHARMA;;GRC;amlodipine besilate capsule, hard 10mg/;;amlodipine besilate capsule, hard 10mg/;;10210000;capsule, hard;;;;TAB;;;15012000;capsule;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;10;mg;;1;capsule;15012000;10;mg;;;;;;;10MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 10mg/;;;;;;;;;;;;oral;amlodipine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
4752;EVANGIO CAPS 10MG BTx30 (BLIST 2x15);;;;;5433;270780102;270780102;GRC amlodipine besilate RAFARM A.E.B.E. capsule, hard 30 x 10mg/;GRC amlodipine besilate RAFARM A.E.B.E. capsule, hard 30 x 10mg/;;;;;30;;30;;;;;;;;;30;;BTx 30(BLIST 3 x 10);;;10210000;capsule, hard;CAPS;ΚΑΨΟΥΛΑ;15012000;capsule;;;;;30;;;56565715;GRC amlodipine besilate RAFARM A.E.B.E. capsule, hard 10mg/;;;;EVANGIO CAPS 10MG ;;C08CA01;Amlodipine;10210000;capsule, hard;;RAFARM A.E.B.E.;;MEDOCHEMIE HELLAS AE ΠΑΡΑΣ.& ΕΜΠΟΡ.ΦΑΡΜ.& Φ/ΚΩΝ ΠΡ.Δ.Τ.MEDOC;;GRC;amlodipine besilate capsule, hard 10mg/;;amlodipine besilate capsule, hard 10mg/;;10210000;capsule, hard;;;;CAPS;;;15012000;capsule;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;10;mg;;1;capsule;15012000;10;mg;;;;;;;5MG/CAP;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 10mg/;;;;;;;;;;;;oral;amlodipine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
7732;AMLODIPINE BESILATE/TEVA TAB 10MG/TAB BT x 30 (3x10);;;;;5434;270780202;270780202;GRC amlodipine besilate TEVA PHARMA B.V., Haarlem, THE NETHERLANDS tablet 30 x 10mg/;GRC amlodipine besilate TEVA PHARMA B.V., Haarlem, THE NETHERLANDS tablet 30 x 10mg/;;;;;30;;30;;;;;;;;;30;;BTx 30(BLIST 3 x 10);;;10219000;tablet;CAPS;ΚΑΨΟΥΛΑ;15054000;tablet;;;;;30;;;56565716;GRC amlodipine besilate TEVA PHARMA B.V., Haarlem, THE NETHERLANDS tablet 10mg/;;;;AMLODIPINE BESILATE/TEVA TAB ;;C08CA01;Amlodipine;10219000;tablet;;TEVA PHARMA B.V., Haarlem, THE NETHERLANDS;;MEDOCHEMIE HELLAS AE ΠΑΡΑΣ.& ΕΜΠΟΡ.ΦΑΡΜ.& Φ/ΚΩΝ ΠΡ.Δ.Τ.MEDOC;;GRC;amlodipine besilate tablet 10mg/;;amlodipine besilate tablet 10mg/;;10219000;tablet;;;;CAPS;;;15054000;tablet;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;10;mg;;1;tablet;15054000;10;mg;;;;;;;10MG/CAP;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 10mg/;;;;;;;;;;;;oral;amlodipine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
7755;AMLODIPINE BESILATE/TEVA TAB 5MG/TAB BT x 30 (3x10);;;;;5478;271490102;271490102;GRC amlodipine besilate TEVA PHARMA B.V., Haarlem, THE NETHERLANDS tablet 30 x 5mg/;GRC amlodipine besilate TEVA PHARMA B.V., Haarlem, THE NETHERLANDS tablet 30 x 5mg/;;;;;30;;30;;;;;;;;;30;;BTx  30(BLIST  2x15);;;10219000;tablet;CAPS;ΚΑΨΟΥΛΑ;15054000;tablet;;;;;30;;;56565717;GRC amlodipine besilate TEVA PHARMA B.V., Haarlem, THE NETHERLANDS tablet 5mg/;;;;AMLODIPINE BESILATE/TEVA TAB 5MG/TAB;;C08CA01;Amlodipine;10219000;tablet;;TEVA PHARMA B.V., Haarlem, THE NETHERLANDS;;MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ;;GRC;amlodipine besilate tablet 5mg/;;amlodipine besilate tablet 5mg/;;10219000;tablet;;;;CAPS;;;15054000;tablet;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;5;mg;;1;tablet;15054000;5;mg;;;;;;;5MG/CAP;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 5mg/;;;;;;;;;;;;oral;amlodipine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
4715;NOLVAC TAB 10MG/TAB BTx28 σε BLISTERS;;;;;5479;271490202;271490202;GRC amlodipine maleate ΦΑΡΜΑΤΕΝ ΕΛΛΑΣ ΑΕΒΕ tablet 28 x 10mg/;GRC amlodipine maleate ΦΑΡΜΑΤΕΝ ΕΛΛΑΣ ΑΕΒΕ tablet 28 x 10mg/;;;;;28;;28;;;;;;;;;30;;BTx  30(BLIST  2x15);;;10219000;tablet;CAPS;ΚΑΨΟΥΛΑ;15054000;tablet;;;;;28;;;56565718;GRC amlodipine maleate ΦΑΡΜΑΤΕΝ ΕΛΛΑΣ ΑΕΒΕ tablet 10mg/;;;;NOLVAC TAB 10MG/TAB ;;C08CA01;Amlodipine;10219000;tablet;;ΦΑΡΜΑΤΕΝ ΕΛΛΑΣ ΑΕΒΕ;;MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ;;GRC;amlodipine maleate tablet 10mg/;;amlodipine maleate tablet 10mg/;;10219000;tablet;;;;CAPS;;;15054000;tablet;;;20053000;oral use;;;;;;;100000089370;PAI;100000089370;amlodipine maleate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;10;mg;;1;tablet;15054000;10;mg;;;;;;;10MG/CAP;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 10mg/;;;;;;;;;;;;oral;amlodipine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
4716;NOLVAC TAB 10MG/TAB BTx30 σε BLISTERS;;;;;4618;261930201;261930201;GRC amlodipine maleate INNOVIS PHARMA A.E.B.E tablet 30 x 10mg/;GRC amlodipine maleate INNOVIS PHARMA A.E.B.E tablet 30 x 10mg/;;;;;30;;30;;;;;;;;;14;;BTX14(BLIST1X14);;;10219000;tablet;CAPS;ΚΑΨΟΥΛΑ;15054000;tablet;;;;;30;;;56565719;GRC amlodipine maleate INNOVIS PHARMA A.E.B.E tablet 10mg/;;;;NOLVAC TAB 10MG/TAB ;;C08CA01;Amlodipine;10219000;tablet;;INNOVIS PHARMA A.E.B.E;;FARMEDIA AE;;GRC;amlodipine maleate tablet 10mg/;;amlodipine maleate tablet 10mg/;;10219000;tablet;;;;CAPS;;;15054000;tablet;;;20053000;oral use;;;;;;;100000089370;PAI;100000089370;amlodipine maleate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;10;mg;;1;tablet;15054000;10;mg;;;;;;;10MG/CAP;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 10mg/;;;;;;;;;;;;oral;amlodipine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
5433;ABESYL CAPS 5MG/CAP BTx 30(BLIST 3 x 10);;;;;4619;261930202;261930202;GRC amlodipine besilate MEDOCHEMIE HELLAS AE capsule, hard 30 x 5mg/;GRC amlodipine besilate MEDOCHEMIE HELLAS AE capsule, hard 30 x 5mg/;;;;;30;;30;;;;;;;;;28;;BTX28(BLIST2X14);;;10210000;capsule, hard;CAPS;ΚΑΨΟΥΛΑ;15012000;capsule;;;;;30;;;56565720;GRC amlodipine besilate MEDOCHEMIE HELLAS AE capsule, hard 5mg/;;;;ABESYL CAPS 5MG/CAP ;;C08CA01;Amlodipine;10210000;capsule, hard;;MEDOCHEMIE HELLAS AE;;FARMEDIA AE;;GRC;amlodipine besilate capsule, hard 5mg/;;amlodipine besilate capsule, hard 5mg/;;10210000;capsule, hard;;;;CAPS;;;15012000;capsule;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;5;mg;;1;capsule;15012000;5;mg;;;;;;;10MG/CAP;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 5mg/;;;;;;;;;;;;oral;amlodipine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
5434;ABESYL CAPS 10MG/CAP BTx 30(BLIST 3 x 10);;;;;4823;264220103;264220103;GRC amlodipine besilate MEDOCHEMIE HELLAS AE capsule, hard 30 x 10mg/;GRC amlodipine besilate MEDOCHEMIE HELLAS AE capsule, hard 30 x 10mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10210000;capsule, hard;CAPS;ΚΑΨΟΥΛΑ;15012000;capsule;;;;;30;;;56565721;GRC amlodipine besilate MEDOCHEMIE HELLAS AE capsule, hard 10mg/;;;;ABESYL CAPS 10MG/CAP ;;C08CA01;Amlodipine;10210000;capsule, hard;;MEDOCHEMIE HELLAS AE;;BIAN A.E.;;GRC;amlodipine besilate capsule, hard 10mg/;;amlodipine besilate capsule, hard 10mg/;;10210000;capsule, hard;;;;CAPS;;;15012000;capsule;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;10;mg;;1;capsule;15012000;10;mg;;;;;;;5MG/CAP;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 10mg/;;;;;;;;;;;;oral;amlodipine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
5478;ANGIORETIC CAPS 5MG/CAP BTx  30(BLIST  2x15);;;;;4824;264220203;264220203;GRC amlodipine besilate MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ capsule, hard 30 x 5mg/;GRC amlodipine besilate MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ capsule, hard 30 x 5mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10210000;capsule, hard;CAPS;ΚΑΨΟΥΛΑ;15012000;capsule;;;;;30;;;56565722;GRC amlodipine besilate MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ capsule, hard 5mg/;;;;ANGIORETIC CAPS 5MG/CAP ;;C08CA01;Amlodipine;10210000;capsule, hard;;MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ;;BIAN A.E.;;GRC;amlodipine besilate capsule, hard 5mg/;;amlodipine besilate capsule, hard 5mg/;;10210000;capsule, hard;;;;CAPS;;;15012000;capsule;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;5;mg;;1;capsule;15012000;5;mg;;;;;;;10MG/CAP;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 5mg/;;;;;;;;;;;;oral;amlodipine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
5479;ANGIORETIC CAPS 10MG/CAP BTx  30(BLIST  2x15);;;;;4689;262720102;262720102;GRC amlodipine besilate MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ capsule, hard 30 x 10mg/;GRC amlodipine besilate MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ capsule, hard 30 x 10mg/;;;;;30;;30;;;;;;;;;28;;BTx28(BLIST 2x14);;;10210000;capsule, hard;CAPS;ΚΑΨΟΥΛΑ;15012000;capsule;;;;;30;;;56565723;GRC amlodipine besilate MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ capsule, hard 10mg/;;;;ANGIORETIC CAPS 10MG/CAP ;;C08CA01;Amlodipine;10210000;capsule, hard;;MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ;;RAFARM A.E.B.E.;;GRC;amlodipine besilate capsule, hard 10mg/;;amlodipine besilate capsule, hard 10mg/;;10210000;capsule, hard;;;;CAPS;;;15012000;capsule;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;10;mg;;1;capsule;15012000;10;mg;;;;;;;5MG/CAP;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 10mg/;;;;;;;;;;;;oral;amlodipine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
4618;PRECARDIN CAPS 10MG/CAP BTX14(BLIST1X14);;;;;4690;262720201;262720201;GRC amlodipine besilate FARMEDIA AE capsule, hard 14 x 10mg/;GRC amlodipine besilate FARMEDIA AE capsule, hard 14 x 10mg/;;;;;14;;14;;;;;;;;;14;;BTx14 (BLIST 1x14);;;10210000;capsule, hard;CAPS;ΚΑΨΟΥΛΑ;15012000;capsule;;;;;14;;;56565724;GRC amlodipine besilate FARMEDIA AE capsule, hard 10mg/;;;;PRECARDIN CAPS 10MG/CAP ;;C08CA01;Amlodipine;10210000;capsule, hard;;FARMEDIA AE;;RAFARM A,E,B,E,;;GRC;amlodipine besilate capsule, hard 10mg/;;amlodipine besilate capsule, hard 10mg/;;10210000;capsule, hard;;;;CAPS;;;15012000;capsule;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;10;mg;;1;capsule;15012000;10;mg;;;;;;;10MG/CAP;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 10mg/;;;;;;;;;;;;oral;amlodipine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
4619;PRECARDIN CAPS 10MG/CAP BTX28(BLIST2X14);;;;;4691;262720202;262720202;GRC amlodipine besilate FARMEDIA AE capsule, hard 28 x 10mg/;GRC amlodipine besilate FARMEDIA AE capsule, hard 28 x 10mg/;;;;;28;;28;;;;;;;;;28;;BTx28 (BLIST 2x14);;;10210000;capsule, hard;CAPS;ΚΑΨΟΥΛΑ;15012000;capsule;;;;;28;;;56565725;GRC amlodipine besilate FARMEDIA AE capsule, hard 10mg/;;;;PRECARDIN CAPS 10MG/CAP ;;C08CA01;Amlodipine;10210000;capsule, hard;;FARMEDIA AE;;RAFARM A.E.B.E.;;GRC;amlodipine besilate capsule, hard 10mg/;;amlodipine besilate capsule, hard 10mg/;;10210000;capsule, hard;;;;CAPS;;;15012000;capsule;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;10;mg;;1;capsule;15012000;10;mg;;;;;;;10MG/CAP;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 10mg/;;;;;;;;;;;;oral;amlodipine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
8816;AMLODIPINE/MYLAN GENERICS TAB 5MG/TAB BTx30;;;;;4635;262160105;262160105;GRC amlodipine besilate GENERICS PHARMA HELLAS ΕΠΕ tablet 30 x 5mg/;GRC amlodipine besilate GENERICS PHARMA HELLAS ΕΠΕ tablet 30 x 5mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLISTER 3x10);;;10219000;tablet;TAB;ΔΙΣΚΙΑ ;15054000;tablet;;;;;30;;;56565726;GRC amlodipine besilate GENERICS PHARMA HELLAS ΕΠΕ tablet 5mg/;;;;AMLODIPINE/MYLAN GENERICS TAB 5MG/TAB ;;C08CA01;Amlodipine;10219000;tablet;;GENERICS PHARMA HELLAS ΕΠΕ;;INNOVIS HEALTH ΑΝΩΝΥΜΗ ΒΙΟΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΩΝ ΚΑΙ ΚΑΛΛΥΝΤΙΚΩΝ ΠΡΟΪΟΝΤΩΝ ΚΑΙ ΣΥΜΠΛΗΡΩΜΑΤΩΝ ΔΙΑΤΡΟΦΗΣ Δ.Τ. INNOVIS HEALTH A.E.;;GRC;amlodipine besilate tablet 5mg/;;amlodipine besilate tablet 5mg/;;10219000;tablet;;;;TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;5;mg;;1;tablet;15054000;5;mg;;;;;;;5MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 5mg/;;;;;;;;;;;;oral;amlodipine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
8817;AMLODIPINE/MYLAN GENERICS TAB 10MG/TAB BTx30;;;;;4636;262160205;262160205;GRC amlodipine besilate GENERICS PHARMA HELLAS ΕΠΕ tablet 30 x 10mg/;GRC amlodipine besilate GENERICS PHARMA HELLAS ΕΠΕ tablet 30 x 10mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLISTER 3x10);;;10219000;tablet;TAB;ΔΙΣΚΙΑ ;15054000;tablet;;;;;30;;;56565727;GRC amlodipine besilate GENERICS PHARMA HELLAS ΕΠΕ tablet 10mg/;;;;AMLODIPINE/MYLAN GENERICS TAB 10MG/TAB ;;C08CA01;Amlodipine;10219000;tablet;;GENERICS PHARMA HELLAS ΕΠΕ;;INNOVIS HEALTH ΑΝΩΝΥΜΗ ΒΙΟΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΩΝ ΚΑΙ ΚΑΛΛΥΝΤΙΚΩΝ ΠΡΟΪΟΝΤΩΝ ΚΑΙ ΣΥΜΠΛΗΡΩΜΑΤΩΝ ΔΙΑΤΡΟΦΗΣ Δ.Τ. INNOVIS HEALTH A.E.;;GRC;amlodipine besilate tablet 10mg/;;amlodipine besilate tablet 10mg/;;10219000;tablet;;;;TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;10;mg;;1;tablet;15054000;10;mg;;;;;;;10MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 10mg/;;;;;;;;;;;;oral;amlodipine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
4823;ROVOXID CAPS 5MG/CAP BTx30 (BLIST 3x10);;;;;5976;278060205;278060205;GRC amlodipine besilate BIAN A.E. capsule, hard 30 x 5mg/;GRC amlodipine besilate BIAN A.E. capsule, hard 30 x 5mg/;;;;;30;;30;;;;;;;;;30;;BT x 30 (σε BLIST);;;10210000;capsule, hard;TAB;ΔΙΣΚΙΑ ;15012000;capsule;;;;;30;;;56565728;GRC amlodipine besilate BIAN A.E. capsule, hard 5mg/;;;;ROVOXID CAPS 5MG/CAP ;;C08CA01;Amlodipine;10210000;capsule, hard;;BIAN A.E.;;STARGEN Ε.Π.Ε  ( Δ.Τ. STARGEN LTD);;GRC;amlodipine besilate capsule, hard 5mg/;;amlodipine besilate capsule, hard 5mg/;;10210000;capsule, hard;;;;TAB;;;15012000;capsule;;;20053000;oral use;;;;;;;100000090079;PAI;100000090079;amlodipine besilate;;100000085259;amlodipine;;;INEOF00344;;;;;;;;;;;;;;5;mg;;1;capsule;15012000;5;mg;;;;;;;10MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;amlodipine oral 5mg/;;;;;;;;;;;;oral;amlodipine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
