packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuantity;manufacturedItemQuantityVolumeUnit;packSize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;manufacturedDoseFormSpor;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedUnitOfPresentationSpor;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantityLocalVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpId;medicnalProductLocalName;MedicinalProductLocalID;actualTherapeuticMoiety;fullName;atcCodes;atcCodeLabel;atcCodeSpor;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;authorizedPharmaceuticalDoseFormSpor;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationHolderCity;marketingAuthorizationHolderCountry;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;administrableDoseFormSpor;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;pharmaceuticalProductUnitOfPresentationLabel;pharmaceuticalProductUnitOfPresentationSpor;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;routesOfAdministrationSpor;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System
37987029;AMLODIPINA*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate PENSA PHARMA SpA tablet 28 x 5mg/;ITA amlodpinie besilate PENSA PHARMA SpA tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;53;ITA amlodpinie besilate PENSA PHARMA SpA tablet 5mg/;ITA amlodpinie besilate PENSA PHARMA SpA tablet 5mg/;;;AMLODIPINA PENSA;AMLODIPINA PENSA tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;PENSA PHARMA SpA;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
38072043;AMLODIPINA*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate SANDOZ SpA tablet 28 x 5mg/;ITA amlodpinie besilate SANDOZ SpA tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;54;ITA amlodpinie besilate SANDOZ SpA tablet 5mg/;ITA amlodpinie besilate SANDOZ SpA tablet 5mg/;;;AMLODIPINA SANDOZ;AMLODIPINA SANDOZ tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;SANDOZ SpA;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
37676018;AMLODIPINA*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate PHARMEG Srl tablet 28 x 5mg/;ITA amlodpinie besilate PHARMEG Srl tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;55;ITA amlodpinie besilate PHARMEG Srl tablet 5mg/;ITA amlodpinie besilate PHARMEG Srl tablet 5mg/;;;AMLODIPINA SUN;AMLODIPINA SUN tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;PHARMEG Srl;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
38654012;AMLODIPINA*28 cpr div 5 mg;;;;;;;;ITA amlodpinie besilate TECNIGEN Srl tablet 28 x 5mg/;ITA amlodpinie besilate TECNIGEN Srl tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;56;ITA amlodpinie besilate TECNIGEN Srl tablet 5mg/;ITA amlodpinie besilate TECNIGEN Srl tablet 5mg/;;;AMLODIPINA TECNIGEN;AMLODIPINA TECNIGEN tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;TECNIGEN Srl;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
38548032;AMLODIPINA*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate TEVA ITALIA Srl tablet 28 x 5mg/;ITA amlodpinie besilate TEVA ITALIA Srl tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;57;ITA amlodpinie besilate TEVA ITALIA Srl tablet 5mg/;ITA amlodpinie besilate TEVA ITALIA Srl tablet 5mg/;;;AMLODIPINA TEVA;AMLODIPINA TEVA tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;TEVA ITALIA Srl;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
41785155;AMLODIPINA*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate ZENTIVA ITALIA Srl tablet 28 x 5mg/;ITA amlodpinie besilate ZENTIVA ITALIA Srl tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;58;ITA amlodpinie besilate ZENTIVA ITALIA Srl tablet 5mg/;ITA amlodpinie besilate ZENTIVA ITALIA Srl tablet 5mg/;;;AMLODIPINA ZENTIVA ITALIA;AMLODIPINA ZENTIVA ITALIA tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;ZENTIVA ITALIA Srl;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;;AMLODIPINA;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
38075014;AMLOPOL*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate POLIFARMA SpA tablet 28 x 5mg/;ITA amlodpinie besilate POLIFARMA SpA tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;59;ITA amlodpinie besilate POLIFARMA SpA tablet 5mg/;ITA amlodpinie besilate POLIFARMA SpA tablet 5mg/;;;AMLOPOL;AMLOPOL tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;POLIFARMA SpA;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
27461019;ANTACAL*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate VIATRIS PHARMA Srl tablet 28 x 5mg/;ITA amlodpinie besilate VIATRIS PHARMA Srl tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;60;ITA amlodpinie besilate VIATRIS PHARMA Srl tablet 5mg/;ITA amlodpinie besilate VIATRIS PHARMA Srl tablet 5mg/;;;ANTACAL;ANTACAL tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;VIATRIS PHARMA Srl;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
38055012;BALARM*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate S.F. GROUP Srl tablet 28 x 5mg/;ITA amlodpinie besilate S.F. GROUP Srl tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;61;ITA amlodpinie besilate S.F. GROUP Srl tablet 5mg/;ITA amlodpinie besilate S.F. GROUP Srl tablet 5mg/;;;BALARM;BALARM tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;S.F. GROUP Srl;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
37679014;KRUDIPIN*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate SO.SE.PHARM Srl tablet 28 x 5mg/;ITA amlodpinie besilate SO.SE.PHARM Srl tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;62;ITA amlodpinie besilate SO.SE.PHARM Srl tablet 5mg/;ITA amlodpinie besilate SO.SE.PHARM Srl tablet 5mg/;;;KRUDIPIN;KRUDIPIN tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;SO.SE.PHARM Srl;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
38056014;LOSEDIN*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate S&R FARMACEUTICI SpA tablet 28 x 5mg/;ITA amlodpinie besilate S&R FARMACEUTICI SpA tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;63;ITA amlodpinie besilate S&R FARMACEUTICI SpA tablet 5mg/;ITA amlodpinie besilate S&R FARMACEUTICI SpA tablet 5mg/;;;LOSEDIN;LOSEDIN tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;S&R FARMACEUTICI SpA;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
38058018;NATAM*28 cpr div 5 mg;;;;;;;;ITA amlodpinie besilate S.F. GROUP Srl tablet 28 x 5mg/;ITA amlodpinie besilate S.F. GROUP Srl tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;64;ITA amlodpinie besilate S.F. GROUP Srl tablet 5mg/;ITA amlodpinie besilate S.F. GROUP Srl tablet 5mg/;;;NATAM;NATAM tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;S.F. GROUP Srl;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
44428047;NORVASC*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate PRICETAG SpA tablet 28 x 5mg/;ITA amlodpinie besilate PRICETAG SpA tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;65;ITA amlodpinie besilate PRICETAG SpA tablet 5mg/;ITA amlodpinie besilate PRICETAG SpA tablet 5mg/;;;NORVASC;NORVASC tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;PRICETAG SpA;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
44428050;NORVASC*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate PRICETAG SpA tablet 28 x 5mg/;ITA amlodpinie besilate PRICETAG SpA tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;66;ITA amlodpinie besilate PRICETAG SpA tablet 5mg/;ITA amlodpinie besilate PRICETAG SpA tablet 5mg/;;;NORVASC;NORVASC tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;PRICETAG SpA;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
43348046;NORVASC*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate GMM FARMA Srl tablet 28 x 5mg/;ITA amlodpinie besilate GMM FARMA Srl tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;67;ITA amlodpinie besilate GMM FARMA Srl tablet 5mg/;ITA amlodpinie besilate GMM FARMA Srl tablet 5mg/;;;NORVASC;NORVASC tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;GMM FARMA Srl;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;;AMLODIPINA;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
27428010;NORVASC*28 cpr 5 mg;;;;;;;;ITA amlodpinie besilate PFIZER ITALIA Srl tablet 28 x 5mg/;ITA amlodpinie besilate PFIZER ITALIA Srl tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;68;ITA amlodpinie besilate PFIZER ITALIA Srl tablet 5mg/;ITA amlodpinie besilate PFIZER ITALIA Srl tablet 5mg/;;;NORVASC;NORVASC tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;PFIZER ITALIA Srl;;;;;;ITA;amlodpinie besilate tablet 5mg/;;amlodpinie besilate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;;AMLODIPINA;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
37008012;PRESSAC*28 cpr 5 mg;;;;;;;;ITA amlodpine maleate FARMACEUTICI DAMOR SpA tablet 28 x 5mg/;ITA amlodpine maleate FARMACEUTICI DAMOR SpA tablet 28 x 5mg/;;;;;28;;28;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;69;ITA amlodpine maleate FARMACEUTICI DAMOR SpA tablet 5mg/;ITA amlodpine maleate FARMACEUTICI DAMOR SpA tablet 5mg/;;;PRESSAC;PRESSAC tablet 5mg/;C08CA01;Amlodipine;;10219000;Tablet;;;FARMACEUTICI DAMOR SpA;;;;;;ITA;amlodpine maleate tablet 5mg/;;amlodpine maleate tablet 5mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000089370;PAI;100000089370;amlodpine maleate;;100000085259;amlodpine;;;100000089370;AMLODIPINA MALEATO;;;;;;;;;;;;;5;mg;;;;;5;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 5mg/;;;;;;;;;;;;oral;amlodpine oral 5mg/;;;;;;;;;;;;;;;;;;;;;;
37329036;AMLODIPINA*30 cpr div 10 mg;;;;;;;;ITA amlodpinie besilate LABORATORI ALTER Srl tablet 30 x 10mg/;ITA amlodpinie besilate LABORATORI ALTER Srl tablet 30 x 10mg/;;;;;30;;30;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;70;ITA amlodpinie besilate LABORATORI ALTER Srl tablet 10mg/;ITA amlodpinie besilate LABORATORI ALTER Srl tablet 10mg/;;;AMLODIPINA ALTER;AMLODIPINA ALTER tablet 10mg/;C08CA01;Amlodipine;;10219000;Tablet;;;LABORATORI ALTER Srl;;;;;;ITA;amlodpinie besilate tablet 10mg/;;amlodpinie besilate tablet 10mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;10;mg;;;;;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 10mg/;;;;;;;;;;;;oral;amlodpine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
40789265;AMLODIPINA*30 cpr 10 mg;;;;;;;;ITA amlodpinie besilate AUROBINDO PHARMA ITALIA Srl tablet 30 x 10mg/;ITA amlodpinie besilate AUROBINDO PHARMA ITALIA Srl tablet 30 x 10mg/;;;;;30;;30;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;71;ITA amlodpinie besilate AUROBINDO PHARMA ITALIA Srl tablet 10mg/;ITA amlodpinie besilate AUROBINDO PHARMA ITALIA Srl tablet 10mg/;;;AMLODIPINA AUROBINDO;AMLODIPINA AUROBINDO tablet 10mg/;C08CA01;Amlodipine;;10219000;Tablet;;;AUROBINDO PHARMA ITALIA Srl;;;;;;ITA;amlodpinie besilate tablet 10mg/;;amlodpinie besilate tablet 10mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;10;mg;;;;;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 10mg/;;;;;;;;;;;;oral;amlodpine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
38092045;AMLODIPINA*30 cpr 10 mg;;;;;;;;ITA amlodpinie besilate DOC GENERICI Srl tablet 30 x 10mg/;ITA amlodpinie besilate DOC GENERICI Srl tablet 30 x 10mg/;;;;;30;;30;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;72;ITA amlodpinie besilate DOC GENERICI Srl tablet 10mg/;ITA amlodpinie besilate DOC GENERICI Srl tablet 10mg/;;;AMLODIPINA DOC GENERICI;AMLODIPINA DOC GENERICI tablet 10mg/;C08CA01;Amlodipine;;10219000;Tablet;;;DOC GENERICI Srl;;;;;;ITA;amlodpinie besilate tablet 10mg/;;amlodpinie besilate tablet 10mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;10;mg;;;;;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 10mg/;;;;;;;;;;;;oral;amlodpine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
37479209;AMLODIPINA*30 cpr 10 mg;;;;;;;;ITA amlodpinie besilate EG SpA tablet 30 x 10mg/;ITA amlodpinie besilate EG SpA tablet 30 x 10mg/;;;;;30;;30;;;;;;;;;;;;;;10219000;Tablet;;;;15054000;tablet;;;;;;;73;ITA amlodpinie besilate EG SpA tablet 10mg/;ITA amlodpinie besilate EG SpA tablet 10mg/;;;AMLODIPINA EG;AMLODIPINA EG tablet 10mg/;C08CA01;Amlodipine;;10219000;Tablet;;;EG SpA;;;;;;ITA;amlodpinie besilate tablet 10mg/;;amlodpinie besilate tablet 10mg/;;10219000;tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090079;PAI;100000090079;amlodpinie besilate;;100000085259;amlodpine;;;100000090079;AMLODIPINA BESILATO;;;;;;;;;;;;;10;mg;;;;;10;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;amlodpine oral 10mg/;;;;;;;;;;;;oral;amlodpine oral 10mg/;;;;;;;;;;;;;;;;;;;;;;
